edge_id,source_profile_id,target_profile_id,edge_type,relationship_strength,interaction_count,first_interaction_context,last_interaction_context,created_at
EDG000223,STU-0072,CLB-0015,club_membership,strong,26,Mentorship pod member in innovation hub,Core team member of startup incubation cell,2024-07-30
EDG000224,MEN-0077,STU-0137,mentor_mentee,weak,3,Intro call via incubation cell referral,Monthly check-in on startup metrics,2021-01-09
EDG000225,INV-0042,STU-0027,investor_founder,medium,6,Warm intro via alumni network,Due diligence call on seed round,2024-01-01
EDG000226,INV-0049,STU-0043,investor_founder,medium,4,Term sheet discussion meeting,Initial screening call via platform match,2022-12-15
EDG000227,INV-0029,STU-0071,investor_founder,strong,13,Term sheet discussion meeting,Portfolio company referral meeting,2023-07-22
EDG000228,MEN-0085,ALU-0048,mentor_mentee,weak,3,Mock investor pitch review session,Weekly 1:1 session on product strategy,2023-11-30
EDG000229,MEN-0059,STU-0121,mentor_mentee,medium,8,Demo day preparation workshop,Demo day preparation workshop,2019-05-13
EDG000230,INV-0038,ALU-0036,investor_founder,medium,4,Due diligence call on seed round,Due diligence call on seed round,2025-06-08
EDG000231,MEN-0097,STU-0204,mentor_mentee,weak,1,Demo day preparation workshop,Technical architecture review,2019-04-17
EDG000232,STU-0256,CLB-0017,club_membership,weak,2,Mentorship pod member in innovation hub,Enrolled in IEEE technical chapter,2024-01-02
EDG000233,MEN-0077,STU-0147,mentor_mentee,weak,1,Grant application guidance session,Resume and career path advisory,2024-01-26
EDG000234,MEN-0065,STU-0228,mentor_mentee,medium,9,Intro call via incubation cell referral,Demo day preparation workshop,2019-09-23
EDG000235,INV-0038,ALU-0060,investor_founder,weak,3,Due diligence call on seed round,Portfolio company referral meeting,2020-12-14
EDG000236,STU-0261,CLB-0008,club_membership,strong,18,Enrolled in IEEE technical chapter,Active contributor in design thinking cell,2024-07-16
EDG000237,MEN-0095,STU-0294,mentor_mentee,strong,28,Demo day preparation workshop,Grant application guidance session,2020-06-15
EDG000238,INV-0012,STU-0017,investor_founder,strong,26,Due diligence call on seed round,Initial screening call via platform match,2024-11-23
EDG000239,INV-0018,STU-0058,investor_founder,weak,2,Co-investor introduction at startup event,Warm intro via alumni network,2019-10-31
EDG000240,INV-0018,ALU-0053,investor_founder,strong,28,Due diligence call on seed round,Post-demo-day follow-up meeting,2025-08-04
EDG000241,MEN-0067,STU-0222,mentor_mentee,medium,6,Weekly 1:1 session on product strategy,Intro call via incubation cell referral,2020-11-05
EDG000242,MEN-0077,STU-0116,mentor_mentee,strong,19,Demo day preparation workshop,Technical architecture review,2021-03-15
EDG000243,INV-0029,STU-0071,investor_founder,medium,8,Post-demo-day follow-up meeting,Term sheet discussion meeting,2020-01-18
EDG000244,INV-0022,ALU-0072,investor_founder,weak,3,Co-investor introduction at startup event,Post-demo-day follow-up meeting,2025-10-14
EDG000245,MEN-0077,STU-0022,mentor_mentee,weak,3,Weekly 1:1 session on product strategy,Intro call via incubation cell referral,2025-06-20
EDG000246,MEN-0077,STU-0017,mentor_mentee,medium,9,Monthly check-in on startup metrics,Weekly 1:1 session on product strategy,2025-02-12
EDG000247,MEN-0089,STU-0248,mentor_mentee,weak,1,Resume and career path advisory,Monthly check-in on startup metrics,2019-09-03
EDG000248,MEN-0085,STU-0248,mentor_mentee,medium,5,Grant application guidance session,Resume and career path advisory,2022-07-04
EDG000249,STU-0164,CLB-0012,club_membership,strong,27,Mentorship pod member in innovation hub,Became lead of coding club,2025-04-19
EDG000250,MEN-0081,STU-0239,mentor_mentee,medium,5,Intro call via incubation cell referral,Technical architecture review,2020-02-01
EDG000251,MEN-0100,ALU-0016,mentor_mentee,strong,16,Monthly check-in on startup metrics,Resume and career path advisory,2022-09-03
EDG000252,STU-0217,CLB-0011,club_membership,medium,8,Active contributor in design thinking cell,Became lead of coding club,2024-03-27
EDG000253,INV-0040,ALU-0048,investor_founder,strong,27,Warm intro via alumni network,Warm intro via alumni network,2024-02-16
EDG000254,STU-0111,CLB-0019,club_membership,weak,2,Core team member of startup incubation cell,Joined entrepreneurship club as core member,2025-09-13
EDG000255,ALU-0035,CLB-0016,club_membership,strong,24,Joined AI/ML reading group,Joined entrepreneurship club as core member,2020-07-02
EDG000256,ALU-0024,CLB-0012,club_membership,weak,1,Mentorship pod member in innovation hub,Core team member of startup incubation cell,2025-05-24
EDG000257,INV-0047,ALU-0062,investor_founder,medium,7,Due diligence call on seed round,Warm intro via alumni network,2025-03-02
EDG000258,MEN-0065,ALU-0049,mentor_mentee,strong,23,Intro call via incubation cell referral,Mock investor pitch review session,2023-03-09
EDG000259,STU-0174,CLB-0018,club_membership,weak,3,Core team member of startup incubation cell,Became lead of coding club,2023-07-03
EDG000260,INV-0006,STU-0010,investor_founder,medium,7,Post-demo-day follow-up meeting,Term sheet discussion meeting,2024-10-28
EDG000261,INV-0018,ALU-0060,investor_founder,medium,8,Co-investor introduction at startup event,Post-demo-day follow-up meeting,2022-07-28
EDG000262,MEN-0077,ALU-0024,mentor_mentee,medium,8,Technical architecture review,Demo day preparation workshop,2024-12-20
EDG000263,INV-0018,STU-0077,investor_founder,weak,2,Initial screening call via platform match,Portfolio company referral meeting,2020-03-24
EDG000264,STU-0299,CLB-0010,club_membership,weak,3,Joined entrepreneurship club as core member,Volunteer organiser for hackathon chapter,2025-06-27
EDG000265,INV-0007,ALU-0070,investor_founder,medium,9,Initial screening call via platform match,Post-demo-day follow-up meeting,2025-12-13
EDG000266,STU-0195,CLB-0005,club_membership,medium,9,Active contributor in design thinking cell,Joined entrepreneurship club as core member,2020-03-26
EDG000267,MEN-0096,STU-0161,mentor_mentee,medium,5,Monthly check-in on startup metrics,Mock investor pitch review session,2023-08-08
EDG000268,INV-0001,ALU-0041,investor_founder,medium,4,Portfolio company referral meeting,Portfolio company referral meeting,2020-07-19
EDG000269,INV-0038,ALU-0004,investor_founder,medium,6,Term sheet discussion meeting,Initial screening call via platform match,2020-12-10
EDG000270,INV-0001,ALU-0008,investor_founder,medium,10,Co-investor introduction at startup event,Due diligence call on seed round,2021-12-18
EDG000271,INV-0025,STU-0064,investor_founder,weak,2,Due diligence call on seed round,Co-investor introduction at startup event,2022-03-29
EDG000272,ALU-0054,CLB-0016,club_membership,medium,10,Core team member of startup incubation cell,Volunteer organiser for hackathon chapter,2022-01-25
EDG000273,MEN-0065,ALU-0047,mentor_mentee,strong,15,Monthly check-in on startup metrics,Monthly check-in on startup metrics,2022-04-04
EDG000274,MEN-0065,STU-0041,mentor_mentee,medium,9,Demo day preparation workshop,Grant application guidance session,2024-05-16
EDG000275,MEN-0096,STU-0139,mentor_mentee,weak,3,Technical architecture review,Mock investor pitch review session,2025-07-31
EDG000276,MEN-0057,ALU-0043,mentor_mentee,weak,2,Resume and career path advisory,Resume and career path advisory,2022-09-14
EDG000277,STU-0052,CLB-0005,club_membership,medium,7,Joined entrepreneurship club as core member,Became lead of coding club,2024-05-09
EDG000278,INV-0037,ALU-0003,investor_founder,weak,1,Due diligence call on seed round,Term sheet discussion meeting,2025-06-09
EDG000279,MEN-0095,STU-0115,mentor_mentee,medium,10,Weekly 1:1 session on product strategy,Mock investor pitch review session,2020-12-21
EDG000280,STU-0019,CLB-0013,club_membership,strong,20,Volunteer organiser for hackathon chapter,Became lead of coding club,2019-06-03
EDG000281,MEN-0077,ALU-0009,mentor_mentee,weak,3,Intro call via incubation cell referral,Demo day preparation workshop,2025-02-03
EDG000282,INV-0018,ALU-0056,investor_founder,weak,1,Co-investor introduction at startup event,Initial screening call via platform match,2022-09-16
EDG000283,MEN-0095,ALU-0032,mentor_mentee,weak,2,Technical architecture review,Mock investor pitch review session,2022-04-23
EDG000284,INV-0025,STU-0045,investor_founder,medium,7,Co-investor introduction at startup event,Portfolio company referral meeting,2023-10-18
EDG000285,INV-0012,ALU-0023,investor_founder,weak,1,Term sheet discussion meeting,Warm intro via alumni network,2024-05-09
EDG000286,MEN-0082,STU-0004,mentor_mentee,weak,2,Technical architecture review,Monthly check-in on startup metrics,2022-09-12
EDG000287,MEN-0096,STU-0294,mentor_mentee,medium,9,Weekly 1:1 session on product strategy,Technical architecture review,2021-08-25
EDG000288,MEN-0066,STU-0239,mentor_mentee,medium,8,Technical architecture review,Mock investor pitch review session,2022-06-27
EDG000289,INV-0038,STU-0076,investor_founder,weak,1,Due diligence call on seed round,Co-investor introduction at startup event,2024-05-12
EDG000290,MEN-0085,ALU-0011,mentor_mentee,medium,7,Demo day preparation workshop,Monthly check-in on startup metrics,2025-01-10
EDG000291,STU-0112,CLB-0008,club_membership,medium,6,Enrolled in IEEE technical chapter,Volunteer organiser for hackathon chapter,2019-11-16
EDG000292,STU-0058,CLB-0002,club_membership,weak,3,Active contributor in design thinking cell,Became lead of coding club,2023-12-15
EDG000293,MEN-0077,STU-0013,mentor_mentee,strong,25,Grant application guidance session,Intro call via incubation cell referral,2019-08-16
EDG000294,INV-0029,ALU-0027,investor_founder,weak,2,Initial screening call via platform match,Co-investor introduction at startup event,2022-06-16
EDG000295,STU-0203,CLB-0009,club_membership,medium,4,Joined entrepreneurship club as core member,Active contributor in design thinking cell,2023-10-02
EDG000296,MEN-0059,STU-0278,mentor_mentee,strong,26,Weekly 1:1 session on product strategy,Intro call via incubation cell referral,2019-05-10
EDG000297,MEN-0074,STU-0016,mentor_mentee,medium,7,Mock investor pitch review session,Monthly check-in on startup metrics,2024-01-12
EDG000298,STU-0194,CLB-0013,club_membership,medium,6,Enrolled in IEEE technical chapter,Became lead of coding club,2020-04-30
EDG000299,MEN-0096,STU-0202,mentor_mentee,strong,11,Mock investor pitch review session,Resume and career path advisory,2022-05-07
EDG000300,INV-0049,ALU-0029,investor_founder,strong,18,Co-investor introduction at startup event,Initial screening call via platform match,2024-03-01
EDG000301,MEN-0086,STU-0097,mentor_mentee,strong,24,Intro call via incubation cell referral,Weekly 1:1 session on product strategy,2025-11-23
EDG000302,STU-0009,CLB-0008,club_membership,weak,1,Active contributor in design thinking cell,Enrolled in IEEE technical chapter,2024-01-03
EDG000303,INV-0007,STU-0063,investor_founder,medium,5,Term sheet discussion meeting,Warm intro via alumni network,2025-01-19
EDG000304,MEN-0058,STU-0072,mentor_mentee,strong,29,Technical architecture review,Resume and career path advisory,2022-07-30
EDG000305,INV-0038,ALU-0130,investor_founder,medium,5,Due diligence call on seed round,Post-demo-day follow-up meeting,2024-11-05
EDG000306,MEN-0089,STU-0141,mentor_mentee,medium,7,Weekly 1:1 session on product strategy,Mock investor pitch review session,2025-03-26
EDG000307,INV-0045,ALU-0085,investor_founder,strong,21,Term sheet discussion meeting,Initial screening call via platform match,2023-09-02
EDG000308,INV-0039,ALU-0017,investor_founder,medium,5,Post-demo-day follow-up meeting,Portfolio company referral meeting,2021-07-12
EDG000309,MEN-0077,STU-0074,mentor_mentee,medium,7,Grant application guidance session,Weekly 1:1 session on product strategy,2025-04-01
EDG000310,INV-0050,STU-0063,investor_founder,medium,4,Due diligence call on seed round,Post-demo-day follow-up meeting,2024-01-17
EDG000311,STU-0048,CLB-0018,club_membership,weak,3,Active contributor in design thinking cell,Joined entrepreneurship club as core member,2025-10-13
EDG000312,INV-0010,STU-0049,investor_founder,medium,9,Portfolio company referral meeting,Portfolio company referral meeting,2025-04-08
EDG000313,MEN-0077,STU-0171,mentor_mentee,weak,1,Technical architecture review,Weekly 1:1 session on product strategy,2020-04-25
EDG000314,STU-0016,CLB-0016,club_membership,medium,5,Active contributor in design thinking cell,Active contributor in design thinking cell,2025-03-11
EDG000315,MEN-0087,STU-0195,mentor_mentee,medium,6,Grant application guidance session,Demo day preparation workshop,2024-10-01
EDG000316,STU-0239,CLB-0004,club_membership,strong,22,Volunteer organiser for hackathon chapter,Core team member of startup incubation cell,2022-07-05
EDG000317,INV-0018,STU-0013,investor_founder,weak,2,Post-demo-day follow-up meeting,Term sheet discussion meeting,2025-03-16
EDG000318,STU-0297,CLB-0014,club_membership,weak,1,Joined AI/ML reading group,Became lead of coding club,2023-04-05
EDG000319,INV-0032,ALU-0048,investor_founder,strong,21,Co-investor introduction at startup event,Term sheet discussion meeting,2021-11-20
EDG000320,STU-0251,CLB-0016,club_membership,medium,6,Volunteer organiser for hackathon chapter,Became lead of coding club,2020-11-24
EDG000321,MEN-0092,STU-0251,mentor_mentee,medium,10,Mock investor pitch review session,Weekly 1:1 session on product strategy,2019-11-01
EDG000322,ALU-0043,CLB-0002,club_membership,weak,3,Joined entrepreneurship club as core member,Mentorship pod member in innovation hub,2021-08-05
EDG000323,MEN-0070,STU-0005,mentor_mentee,medium,8,Resume and career path advisory,Grant application guidance session,2025-11-30
EDG000324,ALU-0038,CLB-0016,club_membership,medium,7,Joined entrepreneurship club as core member,Joined entrepreneurship club as core member,2019-02-18
EDG000325,MEN-0096,STU-0141,mentor_mentee,medium,9,Technical architecture review,Weekly 1:1 session on product strategy,2023-10-30
EDG000326,STU-0092,CLB-0004,club_membership,weak,3,Enrolled in IEEE technical chapter,Became lead of coding club,2024-11-26
EDG000327,MEN-0096,STU-0137,mentor_mentee,medium,7,Monthly check-in on startup metrics,Intro call via incubation cell referral,2024-02-24
EDG000328,INV-0049,STU-0058,investor_founder,strong,13,Due diligence call on seed round,Term sheet discussion meeting,2019-05-10
EDG000329,MEN-0099,STU-0194,mentor_mentee,medium,9,Grant application guidance session,Weekly 1:1 session on product strategy,2020-12-02
EDG000330,MEN-0065,ALU-0031,mentor_mentee,strong,12,Demo day preparation workshop,Intro call via incubation cell referral,2021-07-30
EDG000331,MEN-0095,STU-0291,mentor_mentee,weak,1,Grant application guidance session,Technical architecture review,2022-02-22
EDG000332,STU-0289,CLB-0002,club_membership,weak,1,Became lead of coding club,Core team member of startup incubation cell,2025-08-01
EDG000333,MEN-0065,STU-0053,mentor_mentee,weak,3,Monthly check-in on startup metrics,Intro call via incubation cell referral,2021-09-11
EDG000334,INV-0050,ALU-0094,investor_founder,medium,9,Co-investor introduction at startup event,Due diligence call on seed round,2020-07-27
EDG000335,ALU-0053,CLB-0003,club_membership,weak,1,Core team member of startup incubation cell,Joined entrepreneurship club as core member,2019-11-08
EDG000336,MEN-0077,ALU-0005,mentor_mentee,weak,2,Monthly check-in on startup metrics,Demo day preparation workshop,2024-01-20
EDG000337,INV-0046,ALU-0062,investor_founder,weak,3,Initial screening call via platform match,Initial screening call via platform match,2023-04-06
EDG000338,MEN-0065,STU-0152,mentor_mentee,weak,1,Resume and career path advisory,Intro call via incubation cell referral,2023-04-06
EDG000339,ALU-0025,CLB-0005,club_membership,medium,4,Mentorship pod member in innovation hub,Core team member of startup incubation cell,2019-01-22
EDG000340,STU-0228,CLB-0012,club_membership,weak,1,Joined AI/ML reading group,Enrolled in IEEE technical chapter,2023-11-01
EDG000341,INV-0038,ALU-0052,investor_founder,weak,2,Initial screening call via platform match,Warm intro via alumni network,2025-03-20
EDG000342,MEN-0095,STU-0126,mentor_mentee,weak,2,Demo day preparation workshop,Monthly check-in on startup metrics,2023-05-08
EDG000343,STU-0016,CLB-0018,club_membership,medium,5,Active contributor in design thinking cell,Became lead of coding club,2020-07-22
EDG000344,MEN-0085,STU-0253,mentor_mentee,weak,2,Mock investor pitch review session,Intro call via incubation cell referral,2023-09-21
EDG000345,MEN-0060,STU-0185,mentor_mentee,medium,7,Technical architecture review,Resume and career path advisory,2025-08-29
EDG000346,INV-0001,STU-0028,investor_founder,weak,2,Post-demo-day follow-up meeting,Due diligence call on seed round,2022-09-22
EDG000347,STU-0195,CLB-0011,club_membership,medium,10,Volunteer organiser for hackathon chapter,Core team member of startup incubation cell,2025-08-31
EDG000348,MEN-0092,ALU-0009,mentor_mentee,medium,7,Resume and career path advisory,Grant application guidance session,2022-07-31
EDG000349,MEN-0095,ALU-0025,mentor_mentee,medium,6,Grant application guidance session,Resume and career path advisory,2023-05-29
EDG000350,MEN-0077,STU-0103,mentor_mentee,strong,25,Mock investor pitch review session,Weekly 1:1 session on product strategy,2021-05-08
EDG000351,INV-0038,STU-0141,investor_founder,strong,24,Term sheet discussion meeting,Warm intro via alumni network,2024-08-07
EDG000352,MEN-0089,STU-0124,mentor_mentee,medium,10,Technical architecture review,Mock investor pitch review session,2023-03-25
EDG000353,MEN-0095,STU-0246,mentor_mentee,medium,10,Monthly check-in on startup metrics,Monthly check-in on startup metrics,2023-01-12
EDG000354,STU-0017,CLB-0018,club_membership,strong,22,Enrolled in IEEE technical chapter,Enrolled in IEEE technical chapter,2020-11-12
EDG000355,INV-0006,ALU-0065,investor_founder,medium,10,Term sheet discussion meeting,Term sheet discussion meeting,2022-09-20
EDG000356,STU-0221,CLB-0004,club_membership,weak,3,Joined entrepreneurship club as core member,Enrolled in IEEE technical chapter,2024-10-25
EDG000357,INV-0001,ALU-0068,investor_founder,medium,7,Post-demo-day follow-up meeting,Initial screening call via platform match,2025-08-07
EDG000358,INV-0020,ALU-0009,investor_founder,weak,2,Warm intro via alumni network,Initial screening call via platform match,2019-12-18
EDG000359,MEN-0092,STU-0073,mentor_mentee,medium,10,Demo day preparation workshop,Technical architecture review,2021-04-27
EDG000360,INV-0045,ALU-0042,investor_founder,medium,7,Warm intro via alumni network,Initial screening call via platform match,2022-07-30
EDG000361,MEN-0056,STU-0058,mentor_mentee,strong,14,Intro call via incubation cell referral,Weekly 1:1 session on product strategy,2020-11-04
EDG000362,STU-0115,CLB-0008,club_membership,medium,7,Became lead of coding club,Became lead of coding club,2024-03-07
EDG000363,MEN-0092,ALU-0023,mentor_mentee,medium,7,Mock investor pitch review session,Mock investor pitch review session,2023-06-09
EDG000364,MEN-0077,STU-0102,mentor_mentee,medium,9,Grant application guidance session,Monthly check-in on startup metrics,2021-05-29
EDG000365,MEN-0077,STU-0017,mentor_mentee,strong,28,Intro call via incubation cell referral,Intro call via incubation cell referral,2021-02-04
EDG000366,MEN-0076,STU-0235,mentor_mentee,medium,7,Intro call via incubation cell referral,Technical architecture review,2024-12-01
EDG000367,STU-0161,CLB-0020,club_membership,medium,6,Mentorship pod member in innovation hub,Mentorship pod member in innovation hub,2022-12-12
EDG000368,ALU-0017,CLB-0006,club_membership,medium,6,Joined AI/ML reading group,Enrolled in IEEE technical chapter,2020-04-27
EDG000369,MEN-0065,STU-0094,mentor_mentee,medium,7,Demo day preparation workshop,Mock investor pitch review session,2025-09-08
EDG000370,MEN-0100,STU-0217,mentor_mentee,medium,9,Mock investor pitch review session,Grant application guidance session,2020-12-10
EDG000371,INV-0018,STU-0074,investor_founder,medium,7,Post-demo-day follow-up meeting,Post-demo-day follow-up meeting,2025-12-12
EDG000372,MEN-0096,STU-0005,mentor_mentee,weak,2,Grant application guidance session,Mock investor pitch review session,2025-04-19
EDG000373,INV-0001,ALU-0025,investor_founder,medium,10,Term sheet discussion meeting,Initial screening call via platform match,2023-12-24
EDG000374,INV-0011,ALU-0065,investor_founder,strong,20,Warm intro via alumni network,Portfolio company referral meeting,2019-05-14
EDG000375,MEN-0096,STU-0148,mentor_mentee,medium,10,Mock investor pitch review session,Grant application guidance session,2024-07-21
EDG000376,INV-0015,ALU-0067,investor_founder,strong,22,Warm intro via alumni network,Due diligence call on seed round,2025-01-29
EDG000377,STU-0022,CLB-0015,club_membership,weak,3,Active contributor in design thinking cell,Mentorship pod member in innovation hub,2021-10-10
EDG000378,MEN-0055,STU-0231,mentor_mentee,strong,13,Technical architecture review,Demo day preparation workshop,2023-12-04
EDG000379,STU-0061,CLB-0008,club_membership,strong,30,Active contributor in design thinking cell,Core team member of startup incubation cell,2023-10-20
EDG000380,MEN-0068,STU-0126,mentor_mentee,strong,29,Resume and career path advisory,Resume and career path advisory,2022-12-07
EDG000381,INV-0038,ALU-0058,investor_founder,strong,20,Post-demo-day follow-up meeting,Due diligence call on seed round,2022-03-31
EDG000382,INV-0029,ALU-0094,investor_founder,weak,2,Portfolio company referral meeting,Warm intro via alumni network,2019-08-31
EDG000383,ALU-0036,CLB-0005,club_membership,weak,2,Became lead of coding club,Active contributor in design thinking cell,2021-10-10
EDG000384,ALU-0047,CLB-0013,club_membership,medium,6,Volunteer organiser for hackathon chapter,Became lead of coding club,2023-08-24
EDG000385,MEN-0060,ALU-0025,mentor_mentee,medium,6,Intro call via incubation cell referral,Monthly check-in on startup metrics,2023-02-20
EDG000386,INV-0018,ALU-0004,investor_founder,strong,13,Co-investor introduction at startup event,Warm intro via alumni network,2024-02-21
EDG000387,INV-0049,ALU-0012,investor_founder,strong,23,Portfolio company referral meeting,Warm intro via alumni network,2021-06-11
EDG000388,STU-0109,CLB-0016,club_membership,strong,21,Joined AI/ML reading group,Core team member of startup incubation cell,2025-02-19
EDG000389,INV-0018,ALU-0060,investor_founder,medium,9,Initial screening call via platform match,Portfolio company referral meeting,2019-07-18
EDG000390,MEN-0096,STU-0126,mentor_mentee,weak,1,Grant application guidance session,Weekly 1:1 session on product strategy,2023-12-13
EDG000391,INV-0049,STU-0052,investor_founder,strong,20,Term sheet discussion meeting,Post-demo-day follow-up meeting,2020-10-13
EDG000392,STU-0141,CLB-0003,club_membership,weak,3,Core team member of startup incubation cell,Joined AI/ML reading group,2020-11-08
EDG000393,MEN-0096,STU-0157,mentor_mentee,medium,9,Resume and career path advisory,Monthly check-in on startup metrics,2020-01-25
EDG000394,MEN-0065,STU-0040,mentor_mentee,medium,7,Mock investor pitch review session,Resume and career path advisory,2019-02-08
EDG000395,MEN-0094,STU-0115,mentor_mentee,medium,7,Intro call via incubation cell referral,Monthly check-in on startup metrics,2019-10-18
EDG000396,MEN-0062,STU-0045,mentor_mentee,medium,6,Intro call via incubation cell referral,Intro call via incubation cell referral,2020-07-15
EDG000397,MEN-0077,STU-0069,mentor_mentee,medium,4,Mock investor pitch review session,Intro call via incubation cell referral,2025-11-04
EDG000398,INV-0038,ALU-0010,investor_founder,medium,5,Term sheet discussion meeting,Post-demo-day follow-up meeting,2023-08-14
EDG000399,INV-0038,STU-0058,investor_founder,strong,15,Post-demo-day follow-up meeting,Warm intro via alumni network,2020-05-19
EDG000400,INV-0050,ALU-0010,investor_founder,strong,18,Initial screening call via platform match,Due diligence call on seed round,2022-02-08
EDG000401,INV-0032,ALU-0062,investor_founder,medium,6,Co-investor introduction at startup event,Co-investor introduction at startup event,2019-04-20
EDG000402,ALU-0038,CLB-0010,club_membership,medium,6,Active contributor in design thinking cell,Active contributor in design thinking cell,2019-08-12
EDG000403,STU-0013,CLB-0008,club_membership,weak,2,Volunteer organiser for hackathon chapter,Mentorship pod member in innovation hub,2025-08-29
EDG000404,MEN-0052,STU-0185,mentor_mentee,medium,10,Demo day preparation workshop,Mock investor pitch review session,2025-05-17
EDG000405,INV-0049,ALU-0095,investor_founder,medium,10,Post-demo-day follow-up meeting,Portfolio company referral meeting,2019-10-26
EDG000406,MEN-0059,STU-0008,mentor_mentee,weak,1,Technical architecture review,Resume and career path advisory,2023-06-19
EDG000407,INV-0029,STU-0141,investor_founder,medium,9,Co-investor introduction at startup event,Portfolio company referral meeting,2023-07-06
EDG000408,MEN-0096,STU-0276,mentor_mentee,weak,1,Mock investor pitch review session,Technical architecture review,2024-09-25
EDG000409,STU-0045,CLB-0005,club_membership,medium,10,Core team member of startup incubation cell,Mentorship pod member in innovation hub,2019-09-28
EDG000410,MEN-0065,STU-0280,mentor_mentee,weak,2,Resume and career path advisory,Weekly 1:1 session on product strategy,2020-04-20
EDG000411,INV-0018,STU-0015,investor_founder,medium,9,Due diligence call on seed round,Term sheet discussion meeting,2020-12-20
EDG000412,MEN-0077,STU-0071,mentor_mentee,medium,6,Weekly 1:1 session on product strategy,Mock investor pitch review session,2024-11-12
EDG000413,INV-0034,STU-0043,investor_founder,medium,10,Due diligence call on seed round,Post-demo-day follow-up meeting,2022-01-05
EDG000414,STU-0061,CLB-0001,club_membership,weak,1,Core team member of startup incubation cell,Mentorship pod member in innovation hub,2021-12-13
EDG000415,STU-0296,CLB-0003,club_membership,medium,4,Volunteer organiser for hackathon chapter,Volunteer organiser for hackathon chapter,2024-08-08
EDG000416,STU-0086,CLB-0012,club_membership,strong,29,Became lead of coding club,Joined AI/ML reading group,2020-04-17
EDG000417,MEN-0085,STU-0002,mentor_mentee,weak,2,Weekly 1:1 session on product strategy,Weekly 1:1 session on product strategy,2023-01-30
EDG000418,MEN-0070,STU-0092,mentor_mentee,weak,1,Weekly 1:1 session on product strategy,Monthly check-in on startup metrics,2023-09-01
EDG000419,STU-0164,CLB-0009,club_membership,weak,3,Enrolled in IEEE technical chapter,Core team member of startup incubation cell,2019-08-04
EDG000420,MEN-0077,STU-0024,mentor_mentee,strong,20,Monthly check-in on startup metrics,Intro call via incubation cell referral,2022-06-26
EDG000421,MEN-0095,STU-0234,mentor_mentee,weak,3,Weekly 1:1 session on product strategy,Demo day preparation workshop,2022-05-29
EDG000422,STU-0125,CLB-0015,club_membership,strong,17,Core team member of startup incubation cell,Volunteer organiser for hackathon chapter,2025-02-16
EDG000423,STU-0126,CLB-0005,club_membership,weak,3,Joined entrepreneurship club as core member,Mentorship pod member in innovation hub,2022-11-19
EDG000424,INV-0001,STU-0115,investor_founder,weak,3,Warm intro via alumni network,Due diligence call on seed round,2023-03-22
EDG000425,ALU-0024,CLB-0010,club_membership,medium,5,Enrolled in IEEE technical chapter,Active contributor in design thinking cell,2023-09-16
EDG000426,INV-0008,STU-0037,investor_founder,weak,1,Term sheet discussion meeting,Due diligence call on seed round,2024-10-29
EDG000427,INV-0048,ALU-0038,investor_founder,medium,8,Term sheet discussion meeting,Warm intro via alumni network,2020-06-30
EDG000428,INV-0029,STU-0020,investor_founder,weak,3,Co-investor introduction at startup event,Co-investor introduction at startup event,2020-06-19
EDG000429,MEN-0084,STU-0162,mentor_mentee,medium,6,Monthly check-in on startup metrics,Demo day preparation workshop,2021-08-14
EDG000430,MEN-0076,STU-0070,mentor_mentee,weak,2,Intro call via incubation cell referral,Mock investor pitch review session,2024-03-23
EDG000431,MEN-0066,STU-0275,mentor_mentee,medium,7,Demo day preparation workshop,Resume and career path advisory,2021-12-21
EDG000432,STU-0047,CLB-0006,club_membership,weak,2,Joined AI/ML reading group,Joined entrepreneurship club as core member,2020-08-30
EDG000433,MEN-0082,STU-0183,mentor_mentee,medium,6,Monthly check-in on startup metrics,Weekly 1:1 session on product strategy,2020-12-13
EDG000434,MEN-0092,STU-0232,mentor_mentee,medium,10,Resume and career path advisory,Intro call via incubation cell referral,2020-07-26
EDG000435,MEN-0058,STU-0016,mentor_mentee,weak,2,Resume and career path advisory,Mock investor pitch review session,2023-03-05
EDG000436,INV-0018,STU-0022,investor_founder,weak,1,Co-investor introduction at startup event,Co-investor introduction at startup event,2019-03-31
EDG000437,STU-0102,CLB-0015,club_membership,strong,21,Became lead of coding club,Enrolled in IEEE technical chapter,2020-05-16
EDG000438,MEN-0085,STU-0026,mentor_mentee,strong,23,Mock investor pitch review session,Monthly check-in on startup metrics,2024-07-25
EDG000439,MEN-0092,STU-0219,mentor_mentee,weak,1,Mock investor pitch review session,Demo day preparation workshop,2022-01-31
EDG000440,MEN-0070,STU-0018,mentor_mentee,medium,8,Resume and career path advisory,Technical architecture review,2024-05-16
EDG000441,MEN-0086,STU-0197,mentor_mentee,weak,3,Mock investor pitch review session,Monthly check-in on startup metrics,2021-10-17
EDG000442,INV-0049,STU-0126,investor_founder,strong,22,Warm intro via alumni network,Initial screening call via platform match,2024-05-18
EDG000443,INV-0018,ALU-0009,investor_founder,medium,6,Co-investor introduction at startup event,Co-investor introduction at startup event,2021-01-06
EDG000444,MEN-0095,STU-0113,mentor_mentee,weak,2,Weekly 1:1 session on product strategy,Technical architecture review,2024-12-08
EDG000445,MEN-0096,STU-0120,mentor_mentee,weak,1,Mock investor pitch review session,Intro call via incubation cell referral,2021-12-27
EDG000446,INV-0008,STU-0072,investor_founder,strong,23,Post-demo-day follow-up meeting,Co-investor introduction at startup event,2022-12-24
